"trace_id","source_id","source_type","source_artifact","contract_artifacts","contract_records","required_future_evidence","status_or_gate"
"TR-TEST-037","UXTEST-037","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-STAFF-PUBLICATION;COV-FLOW-AUTH-SESSION-PERMISSION;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-43;COV-ACT-53;COV-EXCL-ADMIN","Audit inspection authorized/empty/index unavailable/integrity gap: Redacted durable event chain remains read-only; inspection audited; derived-index failure recovers to durable retrieval; unauthorized role learns no event existence.","acceptance_predicate_contracted_not_executed"
"TR-TEST-038","UXTEST-038","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-WORLD-HUD-STREAM;COV-ACT-05;COV-ACT-12;COV-WAY-WING-AI-DATA;COV-WAY-ROOM-AI-AUTOMATION;COV-WAY-ROOM-DATA-ANALYTICS;COV-WAY-WING-STRATEGY;COV-WAY-ROOM-STRATEGY-ARCHITECTURE;COV-WAY-WING-IMMERSIVE-CREATIVE;COV-WAY-ROOM-SPATIAL-IMMERSIVE;COV-WAY-ROOM-CREATIVE-VISUAL;COV-WAY-WING-DIGITAL-GROWTH;COV-WAY-ROOM-PLATFORM-PRODUCT;COV-WAY-ROOM-PRODUCT-EXPERIENCE;COV-WAY-ROOM-COMMERCE-GROWTH;COV-WAY-WING-CLOUD-TRUST;COV-WAY-ROOM-CLOUD-RELIABILITY;COV-WAY-ROOM-SECURITY-TRUST","Five-wing/ten-service wayfinding and release sequence: Fifteen unique signs/room IDs map one-to-one to exact formal/accessibility titles and canonical routes; ordinals are 1–5 in AI/Data, Strategy, Immersive/Creative, Digital/Growth, Cloud/Trust order; out-of-order open fails while active canonical Quick Access remains.","acceptance_predicate_contracted_not_executed"
"TR-TEST-039","UXTEST-039","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-FLOW-WORLD-HUD-STREAM;COV-ACT-01;COV-ACT-08","Pointer/touch across every control family: Targets are at least 24x24 CSS px or have recorded exception/spacing; visible label is in accessible name; move-away before pointer-up cancels; every drag has non-drag single-pointer and keyboard alternatives.","acceptance_predicate_contracted_not_executed"
"TR-TEST-040","UXTEST-040","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv;UI_REFERENCE_DESIGN_CONTRACT.md","TL-REMOVABLE-ADJUSTABLE;TL-WARN-EXTEND;TL-EXCEPTION;TL-NOT-APPLICABLE","Each timed route flow template profile and batch selects removal/adjustment before start or warning at least 20 seconds before expiry with a simple extension at least 10x or a documented criterion-supported exception; preserve permitted data and last authoritative state and provide accessible reauthentication; exact durations remain gated","acceptance_predicate_contracted_not_executed"
"TR-TEST-041","UXTEST-041","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-MEDIA-OPT-IN;COV-ACT-10;COV-ACT-19","Audio-only, prerecorded synchronized, and live synchronized media inventory: Verify transcript and captions; separately verify SC 1.2.3 description/media-alternative handling and SC 1.2.5 audio description conveys every meaningful visual cue in time for each applicable prerecorded video item; record valid non-applicability evidence; verify live captions. Fail when an applicable item has only a complete media alternative but lacks required SC 1.2.5 audio description. Missing requirements hold media only; semantic content/Book remain.","acceptance_predicate_contracted_not_executed"
"TR-TEST-042","UXTEST-042","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-ACT-21;COV-ACT-24;COV-ACT-27;COV-ACT-30;COV-ACT-31;COV-ACT-34","Input purpose and redundant-entry process inspection: Correct autocomplete tokens for applicable fields; no invented tokens; qualification/email correction/review/reschedule/cancel/contact/staff values are auto-populated/selectable unless documented exception; correction/confirmation available.","acceptance_predicate_contracted_not_executed"
"TR-TEST-043","UXTEST-043","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-FLOW-AUTH-SESSION-PERMISSION;COV-ACT-22;COV-ACT-23;COV-ACT-25;COV-ACT-30;COV-ACT-31;COV-ACT-33;COV-ACT-34;COV-ACT-40","Booking verification and staff authentication/reauthentication: Complete without unaided cognitive test using paste/password manager/assistive mechanism or equivalent; third-party steps included; timeout preserves authoritative state and permitted entered data; exact provider remains gated.","acceptance_predicate_contracted_not_executed"
"TR-TEST-044","UXTEST-044","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-FLOW-BOOKING-LINEAGE;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-02;COV-ACT-20;COV-ACT-28","JavaScript transaction failure boundary: With JS unavailable, representative indexable routes retain complete initial content and direct semantic Book access; if transaction scripting fails, status says unavailable/not completed and offers Book retry/verified Contact without false lineage, pending, or confirmation. No no-JS end-to-end completion is asserted.","acceptance_predicate_contracted_not_executed"
"TR-TEST-045","UXTEST-045","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-ACT-20;COV-ACT-21","Qualification contract deterministic fixture: Fixture accepts only the six named required data fields plus one purpose-specific consent record as seven elements total; budget omission passes; name/phone/account/upload/AI cannot become required.","acceptance_predicate_contracted_not_executed"
"TR-TEST-046","UXTEST-046","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-ACT-09;ACT-11;TPL-GLOBAL-NAVIGATION;TPL-WORLD-HUD;TPL-QUICK-ACCESS-RECOVERY;DS-S-HIGH;DS-S-MEDIUM;DS-S-LOW;DS-S-SEMANTIC;STATE-STREAM-CHANGED;STATE-PREFERENCE-WRITE-FAILED","Delivery stream control, boundary crossing, and process-state survival (D-045): the control is a native radio group with a separate explicit Apply, ceiling-excluded streams are disabled with a stated reason rather than hidden, the advisement is visible text adjacent to the control and not an accessible description alone, the control is reachable in all four streams and on ROUTE-HOME first frame in every stream including S-HIGH with the canvas not entered, applying announces politely without moving focus within a shell and preserves scroll open panel and route, crossing the semantic boundary lands focus on the destination shell stream control and never the document body with the outgoing shell removed from the accessibility tree first, and booking process state including a held slot a verified email and entered values survives every crossing including the semantic one or the change is refused and explained under ACT-11","contracted_future"
"TR-GATE-001","MA-002","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Legal entity privacy and public disclosures","Exact legal/public facts and independent legal review","unresolved_manual_gate"
"TR-GATE-002","MA-003","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Claims work experts and room ownership","Verified evidence people ownership rights and consent","unresolved_manual_gate"
"TR-GATE-003","MA-004","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Existing GLB license and provenance","Approved provenance/license or explicit reference-only direction","unresolved_manual_gate"
"TR-GATE-004","MA-005","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Azure and Microsoft 365 capability/access","Tenant region billing and later capability authority","unresolved_manual_gate"
"TR-GATE-005","MA-006","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Booking mailbox Entra groups and Teams app consent","Mailbox groups calendar notification and Graph authority","unresolved_manual_gate"
"TR-GATE-006","MA-007","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","NVIDIA production entitlement and data route","Entitlement region DPA data-class and cost authority","unresolved_manual_gate"
"TR-GATE-007","MA-008","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","DNS and canonical domain","Ownership canonical host and later DNS-change authority","unresolved_manual_gate"
"TR-GATE-008","MA-009","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Search Console Bing and IndexNow ownership","Account ownership verification and later submission authority","unresolved_manual_gate"
"TR-GATE-009","MA-010","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Paid phase envelopes","Costed provider SKU limits and activation authority","unresolved_manual_gate"
"TR-GATE-010","MA-011","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Defense publication and handling gate","Independent legal/security review and explicit publication decision","unresolved_manual_gate"
"TR-GATE-011","MA-013","manual_gate","MANUAL_ACTIONS.md;README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Phase 1 compatibility-inventory acceptance","Inventory boundary approval only; no dependency installation","unresolved_manual_gate"
"TR-GATE-012","MA-024","manual_gate","README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Phase 1 UI reference-design contract and foundation-surface coverage acceptance; package-only proposal at the 2026-09-03 producer freeze","Fresh independent design and accessibility reviews must pass before authorized root durable integration and founder approval or bounded revision of this documentation package only","proposed_at_2026-09-03_producer_freeze_root_integration_only_after_clean_independent_reviews"
"TR-GATE-013","GATE-EXTERNAL-DESIGN-WRITE","manual_gate","README.md;UI_REFERENCE_DESIGN_CONTRACT.md","README.md;UI_REFERENCE_DESIGN_CONTRACT.md;design-batch-plan.csv","Separate future Figma/Stitch production/write authorization; package-only proposal at the 2026-09-03 producer freeze","Explicit separate authority required after MA-024 and root durable integration; current external-write authorization remains false","proposed_at_2026-09-03_producer_freeze_root_integration_only_after_clean_independent_reviews"
"TR-ROUTE-034","ROUTE-CREDITS","route","docs/phase-1-foundation/06-canonical-route-inventory.json;docs/phase-1-ux-architecture/route-room-parity.csv","foundation-route-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","INST-ROUTE-CREDITS;TPL-PUBLIC-ABOUT;/credits","Reference shows the attribution list structure with exact licence author and source facts visibly held; present in all four delivery streams per D-039 and R-032","route_instance_contracted_not_active"
